username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018-08-30 15:43;4;5;"#KeralaFlood #Kerala #KeralaFloodRelief #KeralaFloodVictims @vijayanpinarayi These #women , who hail from different parts of the country met at http:// change.org 's ‘She Creates Change' programme. https:// thelogicalindian.com/get-inspired/k erala-flood-rescue/ …";;@vijayanpinarayi;#KeralaFlood #Kerala #KeralaFloodRelief #KeralaFloodVictims #women;"1035108285777498113";https://twitter.com/LogicalIndians/status/1035108285777498113
;2018-08-30 12:26;1;0;"Kerala's devastation: Why can't we learn from others? - THE DAYAFTER https://www. dayafterindia.com/2018/08/30/ker alas-devastation-why-cant-we-learn-from-others/ … #keralaflood #kerala pic.twitter.com/FZCXFypVbQ";;;#keralaflood #kerala;"1035058722798751744";https://twitter.com/indiadayafter/status/1035058722798751744
;2018-08-30 11:30;3;2;"Appreciate efforts of little girls from #Pune for #KeralaFlood #keralarelieffunds #KeralaFloods2018 #keralaSos #KeralaDonationChallenge #EkDiwasSamajasathi https:// twitter.com/eds_foundation /status/1035042152307257344 …";;;#Pune #KeralaFlood #keralarelieffunds #KeralaFloods2018 #keralaSos #KeralaDonationChallenge #EkDiwasSamajasathi;"1035044595619385349";https://twitter.com/mundeajay/status/1035044595619385349
;2018-08-29 18:15;0;0;"Well he needs to up his game, Mr Kamal Hingorani does. Spicejet profiting from heavy cancellation fees on Kerala flight #KeralaFlood";;;#KeralaFlood;"1034784005864837120";https://twitter.com/sunilkarve/status/1034784005864837120
;2018-08-29 17:37;1;2;"http:// OommenChandy.in Live Stream from Alappuzha on 28/08/2018 https:// youtu.be/5FYAJRBEEuI via @YouTube #OommenChandy #KeralaFlood";;@YouTube;#OommenChandy #KeralaFlood;"1034774468059521024";https://twitter.com/Anil_Alex/status/1034774468059521024
;2018-08-29 17:29;1;1;"What a disgusting photo op.....trying to leverage a tragedy....this is lower even from the standards of @INCIndia & @RahulGandhi #Congress #KeralaFloods #KeralaFlood #KeralaReliefFund #Kerala https:// twitter.com/chathootti/sta tus/1034665777545322497 …";;@INCIndia @RahulGandhi;#Congress #KeralaFloods #KeralaFlood #KeralaReliefFund #Kerala;"1034772556451139584";https://twitter.com/aadibdl/status/1034772556451139584
;2018-08-29 16:46;401;985;"Is this for real? Robin, #Fisherman : "We dont want the 3000 rs govt has announced per boat, for saving lives. Let that go for #KeralaFlood relief. Instead,16 of us have brought 30,000rs collectively for the diasater relief fund, from the last 3 days we could go for work. @ndtv pic.twitter.com/cU5NKsJc8i";;@ndtv;#Fisherman #KeralaFlood;"1034761778717028352";https://twitter.com/SnehaMKoshy/status/1034761778717028352
;2018-08-29 15:32;5;13;"Such a awesome gesture of @namishtaneja very proud of u Nami @namishtaneja I done our part for #KeralaFlood & Nami u have a small suprise from our side hope u like that @namishtaneja pic.twitter.com/FviWEqwEde";;@namishtaneja @namishtaneja @namishtaneja;#KeralaFlood;"1034743203117772801";https://twitter.com/Mounika04687730/status/1034743203117772801
;2018-08-29 15:16;15;122;". @ReallySwara IS BACK to social media & how! Soon after returning from long vacay, #SwaraBhaskar gave it back to TV actress, @Payal_Rohatgi who 1st made insensitive comments on #KeralaFlood , then took a jibe at #Swara ’s masturbation scene in @vdwthefilm ! https://www. spotboye.com/bollywood/news /payal-rohatgi-takes-a-dig-on-swara-bhasker-s-masturbation-scene-in-veere-di-wedding-this-is-what-she-replied/5b8668d762bd100f0e890d01 …";;@ReallySwara @Payal_Rohatgi @vdwthefilm;#SwaraBhaskar #KeralaFlood #Swara;"1034738943810568194";https://twitter.com/Spotboye/status/1034738943810568194
;2018-08-29 15:00;1;1;"Apart from monetary help, @RichaChadha also did a little extra to help #KeralaFlood victims https:// timesofindia.indiatimes.com/entertainment/ hindi/bollywood/news/check-out-richa-chadhas-unique-way-of-helping-the-people-of-kerala/articleshow/65589400.cms …";;@RichaChadha;#KeralaFlood;"1034734906654580737";https://twitter.com/etimes/status/1034734906654580737
;2018-08-29 14:35;1;0;"If beef can make floods, then eating beef is the better option to remove the scarcity of water from many countries ~ Just Saying #KeralaFlood #KeralaFloods2018";;;#KeralaFlood #KeralaFloods2018;"1034728645443481605";https://twitter.com/RickeyYan/status/1034728645443481605
;2018-08-29 11:20;3;1;"#CochinInternationalAirport is ready to operate from today. The challenge it has taken to make up from severe damage was mass. 200 workers for 8 days - 24 hrs! . #KeralaFlood #RebuildKerala #Nedumbassery";;;#CochinInternationalAirport #KeralaFlood #RebuildKerala #Nedumbassery;"1034679538637328385";https://twitter.com/jabru84/status/1034679538637328385
;2018-08-29 11:00;2;2;"800 families affected by the #KeralaFlood have received #reliefkits from our local partners. Each kit is able to sustain a family of four for 10 days! https:// sampur.se/2PsAbrx pic.twitter.com/70JsKTRq6J";;;#KeralaFlood #reliefkits;"1034674526909620226";https://twitter.com/SamsPurseUK/status/1034674526909620226
;2018-08-29 10:04;9;24;"#CRPF , police and MLAs from various political parties join as volunteers to clean mud and sludge from #flood -hit houses in #Kerala and get the state back to normal life. #KeralaFlood #KeralaFloodRelief #kerala #KeralaFloods2018 pic.twitter.com/auSWDeCHVH";;;#CRPF #flood #Kerala #KeralaFlood #KeralaFloodRelief #kerala #KeralaFloods2018;"1034660580584353793";https://twitter.com/LogicalIndians/status/1034660580584353793
;2018-08-29 09:31;0;1;"And this NGO gets funds from overseas but when overseas country wants to send fund in aid of #KeralaFlood , Modi says no need https:// twitter.com/t_d_h_nair/sta tus/1034478501343178752 …";;;#KeralaFlood;"1034652216605302785";https://twitter.com/rajennair/status/1034652216605302785
;2018-08-29 08:45;1;0;"#keralaflood Really big salute to our top leaders of academic departments who was always ready to help the flood affected school 24x7 till from the day of flood DDE Pathanamthitta , DIET Principal , and DPO Ssa Pta Dr Vijayamohan Raghavan pic.twitter.com/WMgMt4KyaT";;;#keralaflood;"1034640541487517696";https://twitter.com/PRAJIT20/status/1034640541487517696
;2018-08-28 22:40;2;1;"#RebuiltKerala To make a new Kerala #NavaNirman & recap Kerala from #KeralaFlood our Great #MetroMan @E_Sreedharan is the most appropriate to take a helm to that. @narendramodi";;@E_Sreedharan @narendramodi;#RebuiltKerala #NavaNirman #KeralaFlood #MetroMan;"1034488374524952576";https://twitter.com/Sreelakshmi_vij/status/1034488374524952576
;2018-08-28 21:15;10;46;"800 families affected by the #KeralaFlood have received #reliefkits from our local partners. Each kit is able to sustain a family of four for 10 days! https:// sampur.se/2NrFmX5 pic.twitter.com/rFNJleTvyO";;;#KeralaFlood #reliefkits;"1034467070438715397";https://twitter.com/SamaritansPurse/status/1034467070438715397
;2018-08-28 20:41;3;0;"Second pic from Gujarat And Third pic from MP . #KeralaFlood pic.twitter.com/FtFPw6gbHx";;;#KeralaFlood;"1034458504155865088";https://twitter.com/AapChorHain/status/1034458504155865088
;2018-08-28 17:04;0;0;"#RahulGandhi meets #KeralaFlood victims after coming from his world tour to make sure Congress gets funds for #2019Elections . Who is this guy fooling";;;#RahulGandhi #KeralaFlood #2019Elections;"1034403953394368517";https://twitter.com/AbsolutelyIndi2/status/1034403953394368517
;2018-08-28 15:19;1;0;"Thanks for the Valuable Contribution from A.S. Computer Education, Sathyamangalam. Amount contributed - Rs. 1000 We pledge to make #KeralaFlood #EveryRupeeCount #SaveKerala A.S. Computer Eduation - Sathyamangalam - 8883417497 For Contributing: 9597455259 pic.twitter.com/W3aQqWUEEU";;;#KeralaFlood #EveryRupeeCount #SaveKerala;"1034377459775430657";https://twitter.com/tnrdf/status/1034377459775430657
;2018-08-28 13:34;0;0;"Shame on @cpimspeak and their ideology CPI accuses CPM of highjacking Kerala relief material received from other states and distributing it under its party banner #KeralaFlood #KeralaSOS #KeralaFloodRelief #KeralaReliefFund https:// wp.me/p5pHpP-uXd via @opindia_com";;@cpimspeak @opindia_com;#KeralaFlood #KeralaSOS #KeralaFloodRelief #KeralaReliefFund;"1034351065989304320";https://twitter.com/iyer_shreedhar/status/1034351065989304320
;2018-08-28 13:12;0;0;"Thats soooooooooo true man ...why is she even behaving like a psycho? Is she trying to add insult to the injury of #KeralaFlood victims & sufferers? @Payal_Rohatgi go n buy some common sense from the designer store if it’s made available anywhere in Mumbai city. #Moron https:// twitter.com/roflgandhi_/st atus/1034145579138539520 …";;@Payal_Rohatgi;#KeralaFlood #Moron;"1034345536445444096";https://twitter.com/20Sheenu/status/1034345536445444096
;2018-08-28 12:36;2;3;"In case you didn't see it I'm just going to retweet this thread about #Kerala , #KeralaFloods2018 , #KeralaFlood #KeralaFloodRelief #KeralaReliefFund , and this astonishing before-and-after image from NASA: https://www. thehindu.com/news/national/ kerala/kerala-floods-before-and-after-images-from-nasa-show-level-of-inundation/article24789906.ece … https:// twitter.com/ClaireBerlinsk i/status/1034082522555133953 …";;;#Kerala #KeralaFloods2018 #KeralaFlood #KeralaFloodRelief #KeralaReliefFund;"1034336471522652160";https://twitter.com/ClaireBerlinski/status/1034336471522652160
;2018-08-28 11:29;0;0;"Looking from space #NASA releases before-after images of #Kerala showing massive extent of floods #KeralaFlood #KeralaFloods2018 pic.twitter.com/7z5v0kYeb4";;;#NASA #Kerala #KeralaFlood #KeralaFloods2018;"1034319554019639297";https://twitter.com/gautamlakra93/status/1034319554019639297
;2018-08-28 11:14;2;6;""This is worth documenting and sharing widely for others to learn from Kerala. I have been highly impressed." - https:// bit.ly/2MEdnaw @IASassociation @UNICEFIndia @CMOKerala #Kerala #KeralaFlood #KeralaFloodRelief pic.twitter.com/YDCAkTBzvh";;@IASassociation @UNICEFIndia @CMOKerala;#Kerala #KeralaFlood #KeralaFloodRelief;"1034315781373190144";https://twitter.com/thebetterindia/status/1034315781373190144
;2018-08-28 11:07;2;9;"#KeralaFlood : The animation, by @NASAEarth , shows rainfall accumulating starting from July 19 to August 18, 2018. https://www. indiatvnews.com/science/news-k erala-floods-nasa-releases-before-and-after-images-confirms-devastation-could-be-contained-460144 … pic.twitter.com/LXcqiWAZPH";;@NASAEarth;#KeralaFlood;"1034313890295771136";https://twitter.com/indiatvnews/status/1034313890295771136
;2018-08-28 10:52;0;1;"No it’s not the visual from #KeralaFlood It’s my very own backyard in the capital city. Guess it rained a bit in the morning. #disasterwaitingtohappen #noproperdrainage pic.twitter.com/pAOh173DGH";;;#KeralaFlood #disasterwaitingtohappen #noproperdrainage;"1034310268766093312";https://twitter.com/payaldeogam/status/1034310268766093312
;2018-08-28 10:21;0;0;"#KeralaFlood Gigantic volunteer mission in Kuttanad! More than 60,000 (10,000+ from outside Kerala). Massive cleanup begins — feeling hopeful";;;#KeralaFlood;"1034302450176585728";https://twitter.com/cpgeevan/status/1034302450176585728
;2018-08-28 09:17;0;0;"visiting is good, but how much donation you can offer from huge @INCIndia funds? #KeralaFlood";;@INCIndia;#KeralaFlood;"1034286424772800517";https://twitter.com/roarDworld/status/1034286424772800517
;2018-08-28 02:16;1;1;"A scene from #Thrissur in #Kerala . As some of those who were rescued found it difficult to climb onto a boat, a fisherman voluntarily kneeled down, so that they could use his back as a step. #Humanity #KeralaFlood #KeralaFloodRelief #KeralaFloods pic.twitter.com/Dc8raZTmL5";;;#Thrissur #Kerala #Humanity #KeralaFlood #KeralaFloodRelief #KeralaFloods;"1034180480722190337";https://twitter.com/truththetrut/status/1034180480722190337
;2018-08-28 00:39;1;0;"Tweets from UAE ruler; There are two types of rulers. The ones who serves his people and the ones who make the life difficult for his people. #keralafloodrelief #keralaflood #rebuildkerala #doforkerala pic.twitter.com/12hqZX37x8";;;#keralafloodrelief #keralaflood #rebuildkerala #doforkerala;"1034155859943731201";https://twitter.com/armatt757/status/1034155859943731201
;2018-08-27 22:02;0;0;"Few days ago I tweeted thank you for the donation from UAE for #KeralaFlood which later turned to be a #FakeNews . Who is to be held accountable for spreading this fake content and defamation of a country ?";;;#KeralaFlood #FakeNews;"1034116369636179968";https://twitter.com/harshadrpatil/status/1034116369636179968
;2018-08-27 20:13;0;0;"@PMOIndia @narendramodi @CMOKerala @ndtv @cnnibn18 @ShekharGupta @sardesairajdeep @BDUTT #KeralaFloodsRelief #KeralaFlood I request all politicians, all government employees and contractors connected with rebuilding Kerala not to steal from the relief funds at least";;@PMOIndia @narendramodi @CMOKerala @ndtv @cnnibn18 @ShekharGupta @sardesairajdeep @BDUTT;#KeralaFloodsRelief #KeralaFlood;"1034088970622140417";https://twitter.com/shanks1601/status/1034088970622140417
;2018-08-27 19:54;0;0;"Till yet No #BJP Minster or MPs or MLAs from the "NorthIndia" have given any funds or Aid to #KeralaFlood #KeralaFloodRelief #Anarchy";;;#BJP #KeralaFlood #KeralaFloodRelief #Anarchy;"1034084136405934081";https://twitter.com/farazakaf/status/1034084136405934081
;2018-08-27 17:18;0;0;"After Defaming India From All Around The World @RahulGandhi Will Visit Flood Affected Areas Of Kerala To Win The Sympathy Of Peoples.. People of #Kerala should stop him entering. Indian Will Kick You Out In Lok Sabha #2019Elections #KeralaFlood #KeralaFloodRelief pic.twitter.com/CHVV89afFy";;@RahulGandhi;#Kerala #2019Elections #KeralaFlood #KeralaFloodRelief;"1034045050248822785";https://twitter.com/JAYRAJ2008/status/1034045050248822785
;2018-08-27 16:52;1;0;"Those who are mocking seva barathy. A ship has reached @panamaram seaport from central govt for flood relief to kerala #keralaflood @sevakeralam @sevabharathy pic.twitter.com/ZMgqaPGgqn";;@panamaram @sevakeralam @sevabharathy;#keralaflood;"1034038432954077184";https://twitter.com/ecs_kumar/status/1034038432954077184
;2018-08-27 14:30;3;1;"#PioneerEdit - Jumping the gun : What was feared the most has happened in Kerala. Even as the State is yet to recover from the disaster caused by floods. #KeralaFlood #Flood #Kerala #UAE #Maldives ... https://www. dailypioneer.com/columnists/edi t/jumping-the-gun.html …";;;#PioneerEdit #KeralaFlood #Flood #Kerala #UAE #Maldives;"1034002783526178816";https://twitter.com/TheDailyPioneer/status/1034002783526178816
;2018-08-27 13:55;0;10;"Great message from u Sir on the present situation in Kerala, this is absolutely true #KeralaReliefFund #KeralaFlood #KeralaFloodRelief";;;#KeralaReliefFund #KeralaFlood #KeralaFloodRelief;"1033993919875362816";https://twitter.com/siskup/status/1033993919875362816
;2018-08-27 11:48;1;2;"THE TRUE FACE OF SANGHPARIVAR... #Chanthupradeep the fisherman from Alappad, Kollam who volunteered in the rescue operations in #Chengannur during #KeralaFlood and saved many lives has been attacked & brutally injured by #RSS / #BJP terrorists last night. pic.twitter.com/RJTud3vMFN";;;#Chanthupradeep #Chengannur #KeralaFlood #RSS #BJP;"1033961840139677697";https://twitter.com/FanVarma/status/1033961840139677697
;2018-08-27 11:31;0;0;"http:// youtu.be/lUo706nHfEo | Bright Lessons from A Dark Book: Flood for Thought - how #Kerala and its people benefitted from the worst natural calamity which hit the South Indian state. #KeralaFloods2018 #KeralaFloodRescue #KeralaFlood";;;#Kerala #KeralaFloods2018 #KeralaFloodRescue #KeralaFlood;"1033957561349885953";https://twitter.com/MujeebJaihoon/status/1033957561349885953
;2018-08-27 10:37;0;2;"Taking a step forward to help #Kerala ! Kindly reach out to us for #KeralaFlood Claims at 1800-3000-6116 from 9 A.M. to 8 P.M. You can also write to us at ‘claimsupport@shriramlife.in’ for the claim processing. Visit http:// bit.ly/2NmgQqk (Pic courtesy – TOI) pic.twitter.com/m5ek39jynb";;@shriramlife;#Kerala #KeralaFlood;"1033944045830266880";https://twitter.com/ShriramLifeIns/status/1033944045830266880
;2018-08-27 10:35;0;0;"After Defaming India From All Around The World @RahulGandhi Will Visit Flood Affected Areas Of Kerala To Win The Sympathy Of Peoples.. People of #Kerala should stop him entering. Indian Will Kick You Out In Lok Sabha #2019Elections #KeralaFlood #KeralaFloodRelief pic.twitter.com/VBcMhnA8Ar";;@RahulGandhi;#Kerala #2019Elections #KeralaFlood #KeralaFloodRelief;"1033943470493192194";https://twitter.com/JAYRAJ2008/status/1033943470493192194
;2018-08-27 10:03;1;0;"Lets do bit for kerala. We should donate 1 day salary for #kerala flood (God's own country @kerala ) Plz circulate a donation advertisement for kerala flood from d departmental employees. @CoalIndiaHQ @mahanadicoal #joinhands #keralaflood pic.twitter.com/xoRmlZEZ0U";;@kerala @CoalIndiaHQ @mahanadicoal;#kerala #joinhands #keralaflood;"1033935583813357568";https://twitter.com/SoumyaRsahoo5/status/1033935583813357568
;2018-08-27 09:51;2;11;"Support of Seafarers from Ship to shore for Kerala. This is the time where seafarers are showing solidairty with Kerala people and proved that no boundaries in between SEA & Shore. #Allforkerala #keralaflood pic.twitter.com/3YDD8so4pW";;;#Allforkerala #keralaflood;"1033932540606918656";https://twitter.com/FSUIINDIA/status/1033932540606918656
;2018-08-27 09:15;1;2;"#VICTIM #KERALAFLOOD We are like #ANTS When a #CRISIS arises, the crowd will flow along the surface of the crisis, like a #BALL . From the moment of landing, #SURVIVAL starts.";;;#VICTIM #KERALAFLOOD #ANTS #CRISIS #BALL #SURVIVAL;"1033923493782585344";https://twitter.com/bijuvalel/status/1033923493782585344
;2018-08-27 07:20;3;5;"Congratulations to @Kochinkitchen for raising around $11k CAD from #FloodReliefFundRaising - #OnamFeast for Chief Minister's Office, Kerala. Thank you so much for all who supported for this noble cause. #KeralaFlood #Donation #FundRaising #LetUsSupport #Ottawa #Canada #Onam pic.twitter.com/vGOjokr5HZ";;@Kochinkitchen;#FloodReliefFundRaising #OnamFeast #KeralaFlood #Donation #FundRaising #LetUsSupport #Ottawa #Canada #Onam;"1033894424898490369";https://twitter.com/mathew_ranjith/status/1033894424898490369
;2018-08-27 06:06;0;0;"PM #NarendraModi ji assures #Kerala Governor P Sathasivam that flood ravaged state would get more central funds from National Disaster Response Fund as per laid down procedure. #KeralaReliefFund #KeralaFlood #India You get what you need, not what you want. #Accountability";;;#NarendraModi #Kerala #KeralaReliefFund #KeralaFlood #India #Accountability;"1033875859621330944";https://twitter.com/suhasgujarathi/status/1033875859621330944
;2018-08-27 05:01;1;0;"#KeralaFlood - schoolmate bastian john taking a break from flood relief work pic.twitter.com/if4CGnOm3A";;;#KeralaFlood;"1033859587479363584";https://twitter.com/kris_writer/status/1033859587479363584
;2018-08-27 00:38;8;8;"THE TRUE FACE OF SANGHPARIVAR... #ChinthuPradeep the fisherman from Alappad, Kollam who volunteered in the rescue operations in #Chengannur during #KeralaFlood and saved many lives has been attacked & brutally injured by #RSS / #BJP terrorists last night. #NammudeKeralam https:// twitter.com/LotusInCowdung /status/1033648426175553536 …";;;#ChinthuPradeep #Chengannur #KeralaFlood #RSS #BJP #NammudeKeralam;"1033793296437399554";https://twitter.com/sunilupdate/status/1033793296437399554
;2018-08-26 23:54;0;0;"Since @devduttmyth & @jayaraman_kal are children of God, they will sell all their assets and donate to rebuild God’s Own Country Don’t worry you will earn 1% pa interest too from state govt Brilliant initiative to be taken to help #Kerala #KeralaFlood pic.twitter.com/X4ewZxtBJL";;@devduttmyth @jayaraman_kal;#Kerala #KeralaFlood;"1033782327808159745";https://twitter.com/bakvvaas/status/1033782327808159745
;2018-08-26 23:52;2;1;"#ProudToBeMalayali from #Qatar #keralaflood #RebuildKerala";;;#ProudToBeMalayali #Qatar #keralaflood #RebuildKerala;"1033781774374064128";https://twitter.com/PZachariya/status/1033781774374064128
;2018-08-26 23:28;1;1;"#KeralaFlood was a punishment from God to Kerala, ‘cos of the grave mistake that they elected a BJP person to the Assembly. Don’t repeat it.";;;#KeralaFlood;"1033775738233741312";https://twitter.com/ajithkumarvasu/status/1033775738233741312
;2018-08-26 22:56;1;1;"We r living in a dangerous era of #FakeNews . The careless journalism, aggressively shoving for #BreakingNews , completely skips the fact checking part. Latest instance is the viral news of ₹700 crores aid from UAE. #Apple donating ₹7 crores for #KeralaFlood could be another.";;;#FakeNews #BreakingNews #Apple #KeralaFlood;"1033767727851364352";https://twitter.com/AnuragBanerje/status/1033767727851364352
;2018-08-26 22:29;20;23;"#CommieMadeDisaster Now that the relevant data context is set, back to Kerala Govt blaming TN for the #KeralaFlood Disaster citing release from #Mullaperiyar dam caused the flood and the ridiculous argument (and logic) it offered";;;#CommieMadeDisaster #KeralaFlood #Mullaperiyar;"1033760932076441601";https://twitter.com/surnell/status/1033760932076441601
;2018-08-26 21:47;3;1;"This is by far the most neutral & shocking indictment of the communist administration in Kerala for releasing the waters from 80 dams far too late that coincided with the heavy rains that were happening at the same time! #KeralaFlood @BJP4India @Swamy39 https:// earthobservatory.nasa.gov/images/92638/a -flood-for-the-century-in-india …";;@BJP4India @Swamy39;#KeralaFlood;"1033750306083852288";https://twitter.com/AagayaV/status/1033750306083852288
;2018-08-26 21:08;45;89;"After Defaming India From All Around The World Rahul Gandhi Will Visit Flood Affected Areas Of Kerala To Win The Sympathy Of Peoples. Indian Will Kick You Out In 2019 #KeralaFlood https:// twitter.com/ANI/status/103 3735839568654338?s=19 …";;;#KeralaFlood;"1033740502351265793";https://twitter.com/SirrrJadeja/status/1033740502351265793
;2018-08-26 21:02;1;0;"Is there any flood affected victims in Kerala who got compensation from CMs relief fund? #JustAsking #KeralaFlood #KeralaFloodRelief";;;#JustAsking #KeralaFlood #KeralaFloodRelief;"1033738871563943937";https://twitter.com/amiekeya/status/1033738871563943937
;2018-08-26 20:30;2;0;"#Kerala Flood Live Updates: Massive Rebuilding Task Ahead As State Recovers From Devastation. https:// buff.ly/2PCjqdq #KeralaFlood #KeralaFloods #keralarains #KeralaReliefFund #KeralaFloods2018 #KeralaFloodRescue pic.twitter.com/cagqD1WSqB";;;#Kerala #KeralaFlood #KeralaFloods #keralarains #KeralaReliefFund #KeralaFloods2018 #KeralaFloodRescue;"1033730937551507456";https://twitter.com/IDCLuk/status/1033730937551507456
;2018-08-26 20:14;20;47;"We are very grateful to volunteers from HF #India serving to alleviate suffering caused by the #KeralaFlood pic.twitter.com/B5gaEbkS1p";;;#India #KeralaFlood;"1033726983098826753";https://twitter.com/humanityfirstuk/status/1033726983098826753
;2018-08-26 18:12;0;0;"Proud to say I am a mallu and ur words shameless bunch of Indians.We demand an apology from Arnab Goswami and his channel for these kind of statement.... #ArnabGoswamy #keralaflood";;;#ArnabGoswamy #keralaflood;"1033696202578186246";https://twitter.com/DeepuDinesh1/status/1033696202578186246
;2018-08-26 15:12;57;265;"Aid for #KeralaFlood coming from Northern most State of Jammu & Kashmir. A youth NGO “Sahyog” contributing cheque for PM Relief Fund from voluntary donations. pic.twitter.com/CKnhgg4AkR";;;#KeralaFlood;"1033650812688457728";https://twitter.com/DrJitendraSingh/status/1033650812688457728
;2018-08-26 12:52;0;0;"#KeralaFlood : The death toll from devastating floods in the southern Indian Kerala rose to 445, Around a million people are still packed into temporary relief camps and 15 are reported missing. #lka lka";;;#KeralaFlood #lka;"1033615647047966720";https://twitter.com/JBCBreaking/status/1033615647047966720
;2018-08-26 12:51;0;0;"Thanks to Mr. Santu Ji from Samarpan, Gurgaon who had donated 250 Kgs Food Items, Rice, Daal etc at Akaal Channel Delhi Studio for the #KeralaFlood #Relief for affected Peoples & Thanks to... https://www. facebook.com/story.php?stor y_fbid=2131627953516401&id=656305011048710 …";;;#KeralaFlood #Relief;"1033615348090716160";https://twitter.com/akaalchannel/status/1033615348090716160
;2018-08-26 12:50;0;1;"Thanks to Mr. Santu Ji from Samarpan, Gurgaon who had donated 250 Kgs Food Items, Rice, Daal etc at Akaal Channel Delhi Studio for the #KeralaFlood #Relief for affected Peoples & Thanks to S.Amandeep Singh Ji... https://www. facebook.com/65630501104871 0/posts/2131627296849800/ …";;;#KeralaFlood #Relief;"1033615180381519873";https://twitter.com/akaalchannel/status/1033615180381519873
;2018-08-26 12:46;17;20;"Kerala needs help at this moment. So v decided 2 donate a portion from our profit to #KeralareliefFund .By eating @ShreeThaker From 27TH August to 5TH of September,it would b your contribution too in supporting Kerala.Together,let’s #RebuildKerala #RebuildKerala #KeralaFlood pic.twitter.com/NtVAEzVp53";;@ShreeThaker;#KeralareliefFund #RebuildKerala #RebuildKerala #KeralaFlood;"1033614224902287361";https://twitter.com/ShreeThaker/status/1033614224902287361
;2018-08-26 11:09;1;3;"How much "Nokku Coolie" did the goons of @cpimspeak collect from these #RSSinAction here & all over the state? #KeralaFlood @RavinarMC https:// twitter.com/kumarnandaj/st atus/1033516749830987776 …";;@cpimspeak @RavinarMC;#RSSinAction #KeralaFlood;"1033589742279909376";https://twitter.com/hindujedi/status/1033589742279909376
;2018-08-26 10:38;5;4;"This #Convoy of #Trucks with relief #Materials are collected from one #Khand named #NEDUMANGAD of #RSS and leaving for #Distribution . There are a lot of such collection centres #Organised by #Sevabharati across the whole world to provide aid for #KeralaFlood relief. pic.twitter.com/zvxGhJ06UM";;;#Convoy #Trucks #Materials #Khand #NEDUMANGAD #RSS #Distribution #Organised #Sevabharati #KeralaFlood;"1033581997422260224";https://twitter.com/aditaythakur/status/1033581997422260224
;2018-08-26 10:14;1;1;"#BiggestBreaking #Muslim women used as Carrier of #GOLD by rich #Muslim smugglers in #Kerala most of them operating from a shopping Center in #Kochi ,Will #ModiSarkar and #Customs take action against them #KeralaFloodRelief #KeralaFlood";;;#BiggestBreaking #Muslim #GOLD #Muslim #Kerala #Kochi #ModiSarkar #Customs #KeralaFloodRelief #KeralaFlood;"1033575975483629568";https://twitter.com/elkay14/status/1033575975483629568
;2018-08-26 10:06;2;0;"https:// youtu.be/lUo706nHfEo | Bright Lessons from A Dark Book: Flood for Thought - how #Kerala and its people benefitted from the worst natural calamity which hit the South Indian state. #KeralaFloods2018 #KeralaFloodRescue #KeralaFlood";;;#Kerala #KeralaFloods2018 #KeralaFloodRescue #KeralaFlood;"1033573888549171200";https://twitter.com/MujeebJaihoon/status/1033573888549171200
;2018-08-26 09:38;0;1;"A Devastating Monsoon, as Seen from Space #KeralaFlood ⁦ @weathercompany ⁩ #NASA https://www. weather.com/en-IN/india/mo nsoon/news/2018-08-25-kerala-india-monsoon-floods-nasa-image … pic.twitter.com/5SCt6hcsfB";;@weathercompany;#KeralaFlood #NASA;"1033566797688188928";https://twitter.com/himgoyal/status/1033566797688188928
;2018-08-26 09:31;1;0;"https:// epaper.timesgroup.com/Olive/ODN/Time sOfIndia/#… #KeralaFlood which idea you will chose from";;;# #KeralaFlood;"1033565099938721793";https://twitter.com/Baiju2905/status/1033565099938721793
;2018-08-26 08:51;1;1;"#HappyRakshaBandhan to those who are miles away from there families to protect us @adgpi #IndianArmy . #SaluteIndianArmy Who Serve us on #Border or #KeralaFlood Rescue Operations. #InternationalYouthDay #HappyRakshaBandhan #RakshaBandhan2018 #RakhshaBandhan #Rakhi #Army pic.twitter.com/nZKvZF64Oe";;@adgpi;#HappyRakshaBandhan #IndianArmy #SaluteIndianArmy #Border #KeralaFlood #InternationalYouthDay #HappyRakshaBandhan #RakshaBandhan2018 #RakhshaBandhan #Rakhi #Army;"1033554945495056385";https://twitter.com/CaptainAshish12/status/1033554945495056385
;2018-08-26 08:22;1;0;"Need volunteers at Chennai press club,Chepauk for the final packing of the kerala flood relief materials from 08.30 am onwards. Date - 26/08/2018 (Today) Senthil Mani - 98840 27918 Siraj Deen - 78455 90790 #thuvakkam #chennai_press_club #MSSW #newsTM #keralaFlood";;;#thuvakkam #chennai_press_club #MSSW #newsTM #keralaFlood;"1033547644818386944";https://twitter.com/Thuvakkam/status/1033547644818386944
;2018-08-26 08:11;4;3;"Where did you come across this quote from , @ShashiTharoor ? From Geneva or Bonn? Didn’t see you do a damn thing as elected MP of Kerala! Shameful and likes of @Bdutt won’t call you out #KeralaFlood https:// twitter.com/shashitharoor/ status/1033361766170980352 …";;@ShashiTharoor @Bdutt;#KeralaFlood;"1033544885654118400";https://twitter.com/SagarikaRose/status/1033544885654118400
